iteration,query_idx,question,options,expected_answer,generated_query,successful,returned_results,correct,results,error
1,13,What is the name of the electromyography method that measures and records the action potentials generated from muscles under the control of a nerve by directly applying electrical stimulation to the peripheral nerve?,"['Evoked electromyography', 'Bipolar electromyography', 'General electromyography', 'Surface electromyography']",Evoked electromyography,MATCH (s:BiomedicalSignalProcessingTechnique) WHERE s.subject = 'EvokedElectromyography' RETURN s.subject,True,False,False,[],
1,14,Which of the following is NOT a component of an extracorporeal shock wave lithotripter?,"['Positioning device', 'Shock wave transmission medium', 'Temperature control device', 'Shock wave generator']",temperature control device,MATCH (c:MedicalDeviceAttachment) WHERE c.subject <> 'TemperatureControlDevice' AND c.subject = 'CoincidenceCircuit' RETURN c.subject,True,False,False,[],
1,15,"Which part of the brain is responsible for sensory information related to balance, movement, and muscle tone, and corresponds to the homeostatic regulator that maintains normal body temperature?","['Midbrain', 'Cerebrum', 'Cerebellum', 'Diencephalon']",cerebellum,MATCH (b:Body) WHERE b.subject = 'Cerebellum' RETURN b.subject,True,False,False,[],
1,16,Which of the following descriptions about the gamma camera is incorrect?,"['The scintillation detectors are arranged in two dimensions to obtain a two-dimensional image.', 'The scintillation detectors detect gamma rays emitted from within the body to the outside.', 'No mechanical scanning action is required to obtain the image.', 'The scintillation crystal converts gamma rays into infrared rays.']",The scintillation crystal converts gamma rays into infrared rays.,MATCH (g:Gas {name: 'Nitrogen'})<-[:usesGas]-(p:MedicalProcedure {name: 'UmbilicalCordBloodPreservation'}) RETURN g.name AS name,True,False,False,[],
1,17,"To classify medical procedures using a combination code that arranges the actions, instruments, purposes, and parts of the therapeutic process in order, how many total codes are needed if there are 10 types of actions, 10 types of instruments, 10 types of purposes, and 20 types of parts?","['10,000 types', '50 types', '20,000 types', '10,020 types']","20,000 types",MATCH (p:Process {name: 'CapillaryDilationToEpithelialization'}) RETURN p.name AS processSteps,True,False,False,[],
1,18,Which gas is used for freezing purposes such as preserving umbilical cord blood?,"['Carbon dioxide', 'Oxygen', 'Hydrogen', 'Nitrogen']",Nitrogen,MATCH (o:Orthosis {name: 'UpperLimbOrthosis'}) RETURN o.name AS orthosisName,True,False,False,[],
1,19,What is the correct sequence of inflammatory response around the damaged wound tissue caused by the insertion of biomaterials?,"['Capillary dilation → Cell infiltration → Extraction → Disintegration → Epithelialization', 'Capillary dilation → Cell infiltration → Regeneration → Epithelialization → Disintegration', 'Capillary dilation → Cell infiltration → Epithelialization → Regeneration → Disintegration', 'Capillary dilation → Cell infiltration → Disintegration → Extraction → Epithelialization']",Capillary dilation → Cell infiltration → Regeneration → Epithelialization → Disintegration,MATCH (gc:MedicalDevice {name: 'GammaCamera'})-[:features]->(d:DiagnosticDevice {name: 'ScintillationDetectors'}) RETURN d.name AS diagnosticDevice,True,False,False,[],
1,26,Which of the following is NOT a measurement parameter of patient monitoring devices?,"['Blood oxygen saturation, respiratory rate', 'Respiratory rate, body temperature', 'Electrocardiogram, blood oxygen saturation', 'Body temperature, electromyography']","Body temperature, electromyography",MATCH (pmd:MedicalDevice)-[:isA]->(:Type {name: 'PatientMonitoringDevice'}) WHERE NOT (pmd)-[:measures]->(:BiomedicalParameter {name: 'BodyTemperature'}) AND NOT (pmd)-[:measures]->(:BiomedicalParameter {name: 'Electromyography'}) RETURN pmd.name AS device_name,True,False,False,[],
1,27,"What is the name of the medical expert system created for the diagnosis, treatment, and advice system for bloodborne diseases and meningitis?","['MYCIN', 'PROSPECTOR', 'EXPERT', 'CENTAUR']",MYCIN,MATCH (system:AIApplication {name: 'MYCIN'}) RETURN system.name AS expert_system_name,True,False,False,[],
1,28,Which of the following is not an interaction between the human body and diagnostic radiation?,"['Compton scattering', 'Pair production', 'Ionization', 'Mass defect']",Mass defect,MATCH (interaction:BiomedicalEngineeringInteraction)-[:isA]->(:Type {name: 'DiagnosticRadiationInteraction'}) WHERE NOT (interaction)-[:causes]->(:Phenomenon {name: 'MassDefect'}) RETURN interaction.name AS non_interaction_name,True,False,False,[],
1,29,Which test belongs to dynamic testing method that measures the mechanical properties of biomaterials caused by repetitive loading?,"['Compression test', 'Tensile test', 'Hardness test', 'Fatigue test']",fatigue test,MATCH (test:DiagnosticTool {name: 'FatigueTest'}) RETURN test.name AS dynamic_testing_method,True,False,False,[],
1,30,What is the first phenomenon that occurs when a medical device made of biomaterials enters the bloodstream?,"['Formation of fibrin network', 'Protein denaturation and adsorption', 'Attachment of red blood cells to the foreign surface', 'Attachment of white blood cells to the material surface']",protein denaturation and adsorption,MATCH (phenomenon:BiomedicalEngineeringInteraction {name: 'ProteinDenaturationAndAdsorptionPhenomenon'}) RETURN phenomenon.name AS first_phenomenon,True,False,False,[],
1,31,Which of the following is not related to the Anatomical Therapeutic Chemical (ATC) classification system?,"['It has a hierarchical structure, allowing for logical grouping.', 'Combination products cannot be included.', 'It uses mnemonic codes.', 'It is an international standard of the WHO for drug utilization studies.']",It uses mnemonic codes.,MATCH (r:RegulatoryStandard) WHERE r.name <> 'ATC' RETURN r.name,True,False,False,[],
1,32,Which device does not use a catheter?,"['Fetal stethoscope', 'Invasive blood pressure monitor', 'Thermodilution cardiac output monitor', 'Intracranial pressure monitor']",fetal stethoscope,MATCH (d:MedicalDevice) WHERE NOT d.name = 'Catheter' RETURN d.name,True,True,False,"[{'d.name': 'electrosurgical_unit'}, {'d.name': 'electromyograph'}, {'d.name': 'goldmann_tonometer'}, {'d.name': 'anesthesia_machine_system'}, {'d.name': 'superconducting_mri_machines'}, {'d.name': 'gamma_knife'}, {'d.name': 'mri_device'}, {'d.name': 'body_composition_analyzer'}, {'d.name': 'fetal_stethoscope'}, {'d.name': 'bone_densitometer'}, {'d.name': 'laser_medical_devices'}, {'d.name': 'iabp'}, {'d.name': 'ultrasound_imaging_device'}, {'d.name': 'hemodialysis_machine'}, {'d.name': 'ultrasound_scanner'}, {'d.name': 'pet_device'}, {'d.name': 'linac'}]",
1,33,"Which medical device measures body composition such as water, protein, and fat by flowing a constant alternating current through the body and measuring impedance?","['Hemodialysis machine', 'Electrosurgical unit', 'Electromyograph', 'Body composition analyzer']",body composition analyzer,MATCH (d:DiagnosticDevice {name: 'BodyCompositionAnalyzer'}) RETURN d.name,True,False,False,[],
1,34,Which of the following is NOT commonly measured by a patient monitoring device?,"['Electrocardiogram (ECG)', 'Body temperature', 'Blood pressure', 'Electromyography (EMG)']",Electromyography (EMG),MATCH (d:MedicalDevice) OPTIONAL MATCH (d)-[:monitors]->(b:BiomedicalParameter) WHERE NOT b.name = 'Electromyography' RETURN d.name,True,True,False,"[{'d.name': 'electrosurgical_unit'}, {'d.name': 'electromyograph'}, {'d.name': 'goldmann_tonometer'}, {'d.name': 'anesthesia_machine_system'}, {'d.name': 'superconducting_mri_machines'}, {'d.name': 'gamma_knife'}, {'d.name': 'mri_device'}, {'d.name': 'body_composition_analyzer'}, {'d.name': 'fetal_stethoscope'}, {'d.name': 'bone_densitometer'}, {'d.name': 'laser_medical_devices'}, {'d.name': 'iabp'}, {'d.name': 'ultrasound_imaging_device'}, {'d.name': 'hemodialysis_machine'}, {'d.name': 'ultrasound_scanner'}, {'d.name': 'pet_device'}, {'d.name': 'linac'}]",
1,35,"Which action of laser medical devices causes disruption of cell membranes, evaporation of water from cells, swelling, and cell rupture?","['Blood coagulation action', 'Thermal action', 'Electrical action', 'Photonic action']",Thermal action,MATCH (d:MedicalDevice {name: 'LaserMedicalDevices'})-[:performs]->(f:FunctionalityConcern {name: 'ThermalAction'}) RETURN f.name,True,False,False,[],
1,36,What is the type of a material such as alumina that does not cause any chemical reaction in the body after being implanted into biological tissue?,"['Biocompatible synthetic material', 'Bioactive material', 'Bioabsorbable material', 'Bioinert material']",Bioinert material,MATCH (m:Material {name: 'Aluminium'})-[:isA]->(b:BiocompatibleMaterial {name: 'BioinertMaterial'}) RETURN b.name AS materialType,True,False,False,[],
1,37,Which of the following is NOT an imaging variable in Magnetic Resonance Imaging (MRI)?,"['Spin-spin relaxation time (T2)', 'Hydrogen density', 'Spin-lattice relaxation time (T1)', 'Electron density']",Electron density,MATCH (mri:DiagnosticImagingTechnologyUsingEMW {name: 'MRI'})-[:isA]->(p:BiomedicalParameter) RETURN COLLECT(DISTINCT p.name) AS imagingVariables,True,True,False,[{'imagingVariables': []}],
1,38,What is the typical material used for metal electrodes in biopotential signal measurement?,"['Lead (Pb)', 'Copper (Cu)', 'Ag-AgCl', 'Aluminum (Al)']",Ag-AgCl,MATCH (material:BiocompatibleMaterial {name: 'AgAgCl'}) RETURN material.name AS typicalMaterial,True,False,False,[],
1,39,Which of the following structures is not part of the hindbrain?,"['pons', 'hypothalamus', 'cerebellum', 'vermis']",hypothalamus,MATCH (body:Body {name: 'Hypothalamus'}) RETURN body.name AS hindbrainStructures,True,False,False,[],
1,40,Which of the following statements about hemodialysis is incorrect?,"['In hemodialysis, solute removal is achieved through diffusion and convection, while fluid removal is achieved through ultrafiltration.', 'Complications of hemodialysis can include hypotension, muscle cramps, and dialysis disequilibrium syndrome.', 'A dialysis solution that interacts with blood to remove waste and excess fluid while replenishing and maintaining necessary electrolytes is required, and its concentration is similar to that of plasma.', 'Inserting a catheter into a vein for vascular access is called an arteriovenous fistula.']",Inserting a catheter into a vein for vascular access is called an arteriovenous fistula.,MATCH (procedure:MedicalProcedure {name: 'ArteriovenousFistula'}) RETURN procedure.name AS correctStatements,True,False,False,[],
1,41,Which of the following is NOT a clinical impact of PACS (Picture Archiving and Communication System)?,"['Real-time interpretation, improved clinical efficiency through automation, decentralization of radiology services', 'Standards are unnecessary for the exchange of imaging information', 'Facilitates collaborative research through data sharing', 'Ease of use of imaging data for educational purposes']",standards are unnecessary for the exchange of imaging information,MATCH (h:HealthInformaticsSystem {name: 'PACS'})-[:relatesTo]->(c:ClinicalImpact) RETURN COLLECT(DISTINCT c.name) AS clinicalImpacts,True,True,False,[{'clinicalImpacts': []}],
1,42,Which combination of factors affecting the degree of heat transfer from biological tissues is incorrect?,"['Tissue density, blood density, blood flow', 'Tissue density, tissue specific heat, convection', 'Blood flow, blood density, blood specific heat', 'Tissue density, tissue specific heat, blood flow']","Tissue density, tissue specific heat, convection","MATCH (bt:BiologicalTissue), (bp:BiomedicalParameter) WHERE (bt)-[:hasParameter]->(bp) AND (bp.name IN ['Tissue density', 'Tissue specific heat', 'Blood flow', 'Blood density', 'Blood specific heat', 'Convection']) RETURN COLLECT(DISTINCT bp.name) AS parameters",True,True,False,[{'parameters': []}],
1,43,Which of the following statements about the heart is incorrect?,"['Among the walls of the left atrium, left ventricle, right atrium, and right ventricle, the wall of the left ventricle is the thickest.', 'The plateau phase in the cardiac muscle action potential curve is due to the action of Fe.', 'The action potential of the cardiac muscle lasts longer than that of the skeletal muscle.', ""Arrhythmia refers to an abnormality in the heart's excitation process or its conduction process, leading to an irregular heart rhythm.""]",The plateau phase in the cardiac muscle action potential curve is due to the action of Fe.,"MATCH (h:HeartAnatomyLayer)-[:associatedWith]->(f:Functionality) WHERE h.name IN ['left atrium', 'left ventricle', 'right atrium', 'right ventricle'] RETURN COLLECT(DISTINCT f.name) AS functionalities",True,True,False,[{'functionalities': []}],
1,44,Which law is related to the measurement of oxygen saturation?,"[""Imbert-Fick's law"", ""Beer's law on the emission of light"", ""Beer's law on the absorption of light"", 'Kegel exercise']",Beer's law on the absorption of light,"MATCH (b:BiomedicalParameter)-[:relatedToLaw]->(l:Law {name: ""Beer's Law""}) RETURN b.name",True,False,False,[],
1,45,Which of the following is commonly known as Teflon and primarily used for making artificial blood vessels?,"['PP (Polypropylene)', 'PE (Polyethylene)', 'Polyester', 'PTFE (Polytetrafluoroethylene)']",PTFE (Polytetrafluoroethylene),MATCH (b:BiocompatibleMaterial {name: 'PTFE'}) RETURN b.name,True,False,False,[],
1,46,Which of the following is NOT a problem that can arise from the use of artificial joints?,"['Deep wound site infection', 'Wear of the artificial joint surface', 'Increased bone density', 'Dislocation after surgery']",Increased bone density,"MATCH (aj:ArtificialJoint)-[:isA]->(md:MedicalDevice), (md)-[:isA]->(bp:BiocompatibilityConcern) RETURN bp.name",True,False,False,[],
1,47,What effect is used to measure the velocity of blood flow by measuring the frequency change of the ultrasound reflected back from the blood cells?,"['Doppler effect', 'Photoelectric effect', 'Electric field effect', 'Hall effect']",Doppler effect,MATCH (b:BiomedicalSignalProcessingTechnique)-[:isA]->(beacon:DopplerEffect) RETURN beacon.name,True,False,False,[],
1,48,Which of the following statements about bio-surface electrodes is incorrect?,"['Contact resistance is proportional to the area, so the actual contact area with the surface should be reduced.', 'Paste is used to reduce the impedance with the skin.', 'The polarization voltage generated from the metal of the electrode should be small.', 'It should maintain stable contact with the body surface for a long time.']","Contact resistance is proportional to the area, so the actual contact area with the surface should be reduced.","MATCH (b:MedicalDevice {name: 'BioSurfaceElectrode'})-[:hasProperty]->(prop:DesignProperty) RETURN CASE WHEN prop.name = 'ContactResistance' THEN 'Contact resistance is proportional to the area, so the actual contact area with the surface should be reduced.' WHEN prop.name = 'Paste' THEN 'Paste is used to reduce the impedance with the skin.' WHEN prop.name = 'PolarizationVoltage' THEN 'The polarization voltage generated from the metal of the electrode should be small.' ELSE 'No incorrect statement found.' END AS statement",True,False,False,[],
1,49,Which of the following is NOT a goal of medical informatics as proposed by the American Medical Informatics Association (AMIA)?,"['Increasing the efficiency of medical records', 'Learning computer operation methods', 'Computer-assisted learning', 'Information retrieval and management']",Increasing the efficiency of medical records,MATCH (his:HealthInformaticsSystem)-[:isA]->(amias:AMIA) WHERE NOT (amias)-[:hasGoal]->({name: 'Increasing the efficiency of medical records'}) RETURN his.name,True,False,False,[],
1,50,Which of the following is NOT a basic function of an incubator?,"['Ventilation control', 'Humidity control', 'Temperature control', 'Freezing control']",freezing control,MATCH (i:MedicalDevice {name: 'Incubator'})-[:performsFunction]->(fn:Functionality) WHERE NOT fn.name = 'Freezing control' RETURN fn.name,True,False,False,[],
1,51,Which of the following is NOT correct definition of electrocardiogram (ECG) waveforms?,"['The T wave represents repolarization of the atria', 'The P wave represents depolarization of the atria', 'The R wave represents depolarization of the ventricles', 'The Q wave represents depolarization of the interventricular septum']",The T wave represents repolarization of the atria,"MATCH (ecg:BiomedicalSignalProcessing {name: 'Electrocardiogram'}) OPTIONAL MATCH (ecg)-[:isA]->(w:BiomedicalParameter) WHERE w.name IN ['T wave', 'P wave', 'R wave', 'Q wave'] RETURN w.name",True,False,False,[],
1,52,Which of the following is NOT a required property for the metal materials used in artificial hip joints?,"['Wear resistance', 'Mechanical strength', 'Brittleness', 'Corrosion resistance']",Brittleness,MATCH (ctn:BiomedicalParameter {name: 'WaterBalance'}) RETURN 0 AS CTNumber,True,False,False,[],
1,61,Which of the following is an initial evaluation test for the biological safety of a medical device?,"['Carcinogenicity test', 'Chronic toxicity test', 'Implantation test', 'Biodegradability test']",implantation test,MATCH (t:BiocompatibilityTestCriterion {name: 'ImplantationTest'}) RETURN t.name,True,False,False,[],
1,62,Which factor does not significantly affect the signal when measuring an electrocardiogram (ECG)?,"['Changes in temperature and humidity of the examination room', 'Baseline fluctuation due to breathing', 'Interference caused by power line frequency (60Hz)', 'Noise introduced by muscle movement']",Changes in temperature and humidity of the examination room,MATCH (fc:FunctionalityConcern {name: 'PowerLineFrequency'}) RETURN fc.name,True,False,False,[],
1,63,What is the phenomenon where substances move in only one direction due to the selective permeability of the cell membrane?,"['Osmosis', 'Active transport', 'Diffusion', 'Solvent drag']",Osmosis,MATCH (p:BiomedicalParameter {name: 'Osmosis'}) RETURN p.name,True,False,False,[],
1,64,Which of the following is NOT a component of a cardiopulmonary bypass machine?,"['Oxygenator', 'Filter', 'Blood pump', 'Arteriovenous fistula']",arteriovenous fistula,MATCH () WHERE NOT (:MedicalDevice {name: 'ArteriovenousFistula'}) RETURN NULL,False,False,False,[],"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'RETURN': expected '-' (line 1, column 68 (offset: 67))
""MATCH () WHERE NOT (:MedicalDevice {name: 'ArteriovenousFistula'}) RETURN NULL""
                                                                    ^}"
1,65,"What is the device that helps to restore function, directly or indirectly heal, or prevent deterioration in areas where the human body has structural defects or lost/reduced function through artificial apparatus or devices?","['Artificial joint', 'Stent', 'Prosthesis', 'Orthosis']",Orthosis,MATCH (d:MedicalDevice {name: 'Orthosis'}) RETURN d.name,True,False,False,[],
1,66,Which of the following radiation therapy devices is not an external beam therapy device?,"['Van de Graaff', 'Linac', 'Gamma knife units', 'Cyclotron']",Gamma knife units,"MATCH (d:MedicalDevice) WHERE d.name IN ['Van de Graaff', 'Linac', 'Gamma knife units', 'Cyclotron'] AND NOT (d)-[:isA]->(:ExternalBeamTherapyDevice) RETURN d.name",True,False,False,[],
1,67,Which of the following is NOT a component of an anesthesia machine system?,"['Ventilator', 'Vaporizer', 'Condenser', 'Flowmeter']",condenser,"MATCH (c:MedicalDeviceAttachment) WHERE c.name IN ['Ventilator', 'Vaporizer', 'Condenser', 'Flowmeter'] AND NOT (c)-[:isA]->(:AnesthesiaMachineSystem) RETURN c.name",True,False,False,[],
1,68,Which mode of ventilation in mechanical ventilators delivers air in synchrony with the patient's ventilatory effort?,"['Controlled ventilation', 'Pressure support ventilation', 'Synchronized intermittent mandatory ventilation', 'Intermittent mandatory ventilation']",Synchronized intermittent mandatory ventilation,MATCH (m:FunctionalityConcern) WHERE m.name = 'Synchronized intermittent mandatory ventilation' RETURN m.name,True,False,False,[],
1,69,Which respiratory function test assesses the ability of the lungs to distribute air evenly between alveoli?,"['Ventilation capacity', 'Distribution capacity', 'Exposure capacity', 'Diffusion capacity']",Distribution capacity,MATCH (r:BiomedicalParameter {name: 'Distribution capacity'}) RETURN r.name,True,False,False,[],
1,70,In which case must a radiation worker receive radiation exposure dose measurement at least once a month?,"['When using elution media', 'When using radiation shielding facilities', 'When using film badges', 'When working at a radiation measurement agency']",When using film badges,MATCH (r:MedicalDevice {name: 'FilmBadge'}) RETURN r.name,True,False,False,[],
1,71,What is the performance metric represented by the Modulation Transfer Function (MTF) in CT?,"['Linearity', 'Noise performance', 'Spatial resolution', 'Contrast']",Spatial resolution,MATCH (m:BiomedicalParameter {name: 'MTF'}) RETURN m.name AS performance_metric;,True,False,False,[],
1,72,Which of the following is a common nonpolarizing electrode used in medical and biological experiments?,"['Stainless steel needle electrode', 'Gold electrode', 'Silver electrode', 'Silver-silver chloride electrode']",silver-silver chloride electrode,MATCH (e:BiocompatibleMaterial {name: 'Silver-silver chloride electrode'}) RETURN e.name AS nonpolarizing_electrode;,True,False,False,[],
1,73,Which tissue has the highest resistivity at a frequency of 100[Hz]?,"['Bone marrow', 'Fat', 'Liver', 'Blood']",Fat,MATCH (t:BiologicalTissue {name: 'Fat'}) RETURN t.name AS highest_resistivity_tissue;,True,False,False,[],
1,74,Which type of electrode is designed in the form of a thin plate or membrane to increase contact with the curved surfaces of the body and to reduce the effects of movement by being easily bendable?,"['Flexible electrode', 'Adsorption electrode', 'Microelectrode', 'Redox electrode']",flexible electrode,MATCH (e:MedicalDevice {name: 'FlexibleElectrode'}) RETURN e.name AS electrode_type;,True,False,False,[],
1,75,What is the name of the brainwave with a frequency range of 8 to 13 Hz?,"['Theta wave', 'Alpha wave', 'Delta wave', 'Gamma wave']",Alpha wave,MATCH (w:ElectromagneticWaveModality {name: 'AlphaWave'}) RETURN w.name AS brainwave_name;,True,False,False,[],
1,76,Which medical suture material is used for absorbable surgical sutures?,"['PGA', 'PP', 'Teflon', 'Silicon']",PGA,MATCH (m:BiocompatibleMaterial {name: 'PGA'}) RETURN m.name AS material,True,False,False,[],
1,77,Which statement is not true about spectrophotometers used in clinical laboratories and how they work?,"['Clinical substances selectively absorb or emit light energy.', 'Reagents are added to serum, urine, cerebrospinal fluid, etc., for testing.', 'The concentration of a specific substance is determined by measuring the degree of energy absorption.', 'X-rays are used as the light source.']",X-rays are used as the light source.,MATCH (dt:DiagnosticTool {name: 'Spectrophotometer'}) RETURN dt.name AS tool,True,False,False,[],
1,78,Which of the following is not a bioelectrical signal?,"['Electrocardiogram (ECG)', 'Electrooculogram (EOG)', 'Electroencephalogram (EEG)', 'Phonocardiogram (PCG)']",Phonocardiogram (PCG),MATCH (dd:DiagnosticDevice {name: 'Phonocardiogram'}) RETURN dd.name AS device,True,False,False,[],
1,79,What is the method called that uses sensors to measure biological tissues separated from the body?,"['External measurement', 'Surface measurement', 'Invasive measurement', 'Sample measurement']",sample measurement,MATCH (ma:MeasurementAccuracy {name: 'SampleMeasurementMethod'}) RETURN ma.name AS method,True,False,False,[],
1,80,"Which layer of the skin is located on the outermost part, composed of a protein called Keratin, has the highest resistance in the equivalent circuit between the electrode and the skin surface, and is removed during electrode attachment for measurement?","['Dermis', 'Granular layer', 'Stratum corneum', 'Basal layer']",stratum corneum,MATCH (bt:BiologicalTissue {name: 'StratumCorneum'}) RETURN bt.name AS tissue,True,False,False,[],
1,81,Which metal material is used as an electrode material in pacemakers because of its excellent corrosion resistance and electrical conductivity?,"['Ag', 'Pt', 'W', 'Au']",Pt,MATCH (m:BiocompatibleMaterial)-[:hasCriticalProperty]->(:DesignProperty {name: 'CorrosionResistance'}) WHERE m.name = 'Pt' RETURN m.name AS metalMaterial,True,False,False,[],
1,82,Which part of the brain contains the respiratory center that regulates breathing?,"['Cerebrum', 'Cerebellum', 'Spinal cord', 'Medulla oblongata']",medulla oblongata,MATCH (b:Body {name: 'medullaOblongata'}) RETURN b.name AS partOfTheBrain,True,False,False,[],
1,83,Which of the following is NOT a mechanism that regulates the resting membrane potential?,"['Large negatively charged proteins cannot pass through the cell membrane.', 'The cell membrane in a resting state is more permeable to K+ ions than to Na+ ions.', 'Osmosis moves ions.', 'The Na+/K+ pump expels 3 Na+ ions out of the cell and brings 2 K+ ions in.']",Osmosis moves ions.,MATCH (o:BiomedicalParameter {name: 'Osmosis'}) RETURN o.name AS mechanismExcludingRegulation,True,False,False,[],
1,84,Which of the following is an example of ionizing radiation?,"['Visible light', 'Ultraviolet', 'Microwaves', 'Gamma rays']",Gamma rays,MATCH (g:ElectromagneticWaveModality {name: 'GammaRays'}) RETURN g.name AS ionizingRadiationExample,True,False,False,[],
1,85,Which of the following is not a preventive method for physically protecting files to reduce the possibility of data damage?,"['File backup', 'Disaster prevention facilities', 'Access control to the transcription room', 'Data encryption']",Data encryption,MATCH (d:BiomedicalEngineeringInteraction {name: 'DataEncryption'}) RETURN d.name AS nonPreventiveMethod,True,False,False,[],
1,86,Which device can treat conditions such as stones in the body by applying high-energy shock waves intensively without surgery?,"['MRI', 'PDT', 'Ultrasound Scanner', 'ESWL']",ESWL,MATCH (dev:MedicalDevice {name: 'ExtracorporealShockWaveLithotripter'}) RETURN dev.name,True,False,False,[],
1,87,Which of the following is NOT a biometric variable that needs to be measured for the evaluation of respiratory function?,"['Bone density', 'Lung volume (capacity)', 'Gas pressure', 'Gas concentration']",Bone density,MATCH (param:BiomedicalParameter {name: 'BoneDensity'}) RETURN param.name,True,False,False,[],
1,88,"Which synthetic rubber material has the best elasticity and toughness, is biocompatible and elastic, can undergo surface modifications, and is used as a material for artificial hearts?","['Silicone', 'Polyurethane', 'Collagen', 'Polyester']",Polyurethane,MATCH (:BiocompatibleMaterial {name: 'Polyurethane'})-[:selectsBiocompatibleMaterials]-(:ArtificialHeart) RETURN 'Polyurethane',True,False,False,[],
1,89,Which leakage current for a medical device flows from the power source through the insulation to the protective ground wire either internally or through the surface?,"['Earth leakage current', 'Chassis leakage current', 'Contact current', 'Patient leakage current']",Earth leakage current,MATCH (func:FunctionalityConcern {name: 'EarthLeakageCurrent'}) RETURN func.name,True,False,False,[],
